36.668	-0.01	-0.12	0.00	0.00	-0.00	-0.00	0.00	
36.670	-0.01	-0.12	-0.00	-0.00	-0.00	-0.00	0.00	
36.672	-0.01	0.03	-0.00	-0.00	-0.00	-0.00	0.00	
36.675	-0.09	0.03	-0.00	-0.00	-0.00	-0.00	0.00	
36.677	-0.09	0.03	-0.00	-0.00	-0.00	-0.00	0.00	
36.679	-0.09	0.03	-0.00	-0.00	-0.00	-0.00	0.00	
36.681	-0.09	0.03	-0.00	-0.00	-0.00	-0.00	0.00	
36.683	-0.09	-0.01	-0.00	-0.00	-0.00	-0.00	0.00	
36.685	-0.05	-0.01	-0.00	-0.00	-0.00	-0.00	0.00	
36.688	-0.05	-0.01	-0.00	-0.00	-0.00	-0.00	0.00	
36.690	-0.05	-0.01	-0.00	-0.00	-0.00	-0.00	0.00	
36.692	-0.05	-0.01	-0.00	-0.00	-0.00	-0.00	0.00	
36.694	-0.05	0.03	-0.00	-0.00	-0.00	-0.00	0.00	
36.696	-0.05	0.03	-0.00	-0.00	-0.00	-0.00	0.00	
36.698	-0.05	0.03	-0.00	-0.00	-0.00	-0.00	0.00	
36.701	-0.05	0.03	-0.00	-0.00	-0.00	0.00	0.00	
36.703	-0.05	0.03	-0.00	-0.00	-0.00	0.00	0.00	
36.705	-0.01	0.11	-0.00	-0.00	-0.00	0.00	0.00	
36.707	-0.01	0.11	-0.00	-0.00	-0.00	0.00	0.00	
36.709	-0.01	0.11	-0.00	-0.00	-0.00	0.00	0.00	
36.711	-0.01	0.11	-0.00	-0.00	-0.00	0.00	0.00	
36.714	-0.01	0.11	-0.00	-0.00	-0.00	0.00	0.00	
36.716	-0.01	-0.04	-0.00	0.00	-0.00	0.00	0.00	
36.718	-0.01	-0.04	-0.00	0.00	-0.00	0.00	0.00	
36.720	-0.01	-0.04	-0.00	0.00	-0.00	0.00	0.00	
36.722	-0.01	-0.04	-0.00	0.00	-0.00	0.00	0.00	
36.724	-0.01	0.03	-0.00	0.00	-0.00	0.00	0.00	
36.726	-0.05	0.03	-0.00	0.00	-0.00	0.00	0.00	
36.729	-0.05	0.03	-0.00	0.00	-0.00	0.00	0.00	
