1	0.17	-0.10
2	0.17	-0.10
3	0.17	-0.10
4	0.17	-0.10
5	0.17	-0.10
6	0.31	-0.06
7	0.31	-0.06
8	0.31	-0.06
9	0.31	-0.06
10	0.31	-0.06
11	0.31	-0.06
12	0.25	-0.06
13	0.25	-0.06
14	0.25	-0.06
15	0.25	-0.06
16	0.25	-0.06
17	0.28	-0.06
18	0.28	-0.06
19	0.28	-0.06
20	0.28	-0.06
21	0.28	-0.06
22	0.17	0.13
23	0.17	0.13
24	0.17	0.13
25	0.17	0.13
26	0.17	0.13
27	0.21	-0.02
28	0.21	-0.02
29	0.21	-0.02
30	0.21	-0.02
31	0.21	-0.02
32	0.39	0.01
33	0.39	0.01
34	0.39	0.01
35	0.39	0.01
36	0.39	0.01
37	0.39	0.13
38	0.39	0.13
39	0.39	0.13
40	0.39	0.13
41	0.39	0.13
42	0.39	0.09
43	0.25	0.09
44	0.25	0.09
45	0.25	0.09
46	0.25	0.09
47	0.25	0.09
48	0.25	0.09
49	0.25	0.09
50	0.25	0.09
51	0.25	0.09
52	0.25	0.09
53	0.28	0.09
54	0.28	0.09
55	0.28	0.09
56	0.28	0.09
57	0.28	0.09
58	0.25	0.13
59	0.25	0.13
60	0.25	0.13
61	0.25	0.13
62	0.25	0.13
63	0.25	-0.02
64	0.17	-0.02
65	0.17	-0.02
66	0.17	-0.02
67	0.17	-0.02
68	0.17	0.09
69	0.13	0.09
70	0.13	0.09
71	0.13	0.09
72	0.13	0.09
73	0.13	0.05
74	0.31	0.05
75	0.31	0.05
76	0.31	0.05
77	0.31	0.05
78	0.31	0.05
79	0.13	0.01
80	0.13	0.01
81	0.13	0.01
82	0.13	0.01
83	0.13	0.01
84	0.35	0.01
85	0.35	0.01
86	0.35	0.01
87	0.35	0.01
88	0.35	0.01
89	0.13	-0.02
90	0.13	-0.02
91	0.13	-0.02
92	0.13	-0.02
93	0.13	-0.02
94	0.13	0.01
95	0.21	0.01
96	0.21	0.01
97	0.21	0.01
98	0.21	0.01
99	0.21	-0.06
100	0.31	-0.06
101	0.31	-0.06
102	0.31	-0.06
103	0.31	-0.06
104	0.31	-0.06
105	0.21	0.21
106	0.21	0.21
107	0.21	0.21
108	0.21	0.21
109	0.21	0.21
110	0.31	-0.06
111	0.31	-0.06
112	0.31	-0.06
113	0.31	-0.06
114	0.31	-0.06
115	0.21	0.13
116	0.21	0.13
117	0.21	0.13
118	0.21	0.13
119	0.21	0.13
120	0.21	0.01
121	0.13	0.01
122	0.13	0.01
123	0.13	0.01
124	0.13	0.01
125	0.13	0.09
126	0.25	0.09
127	0.25	0.09
128	0.25	0.09
129	0.25	0.09
130	0.25	0.13
131	0.31	0.13
132	0.31	0.13
133	0.31	0.13
134	0.31	0.13
135	0.31	0.13
136	0.31	0.01
137	0.31	0.01
138	0.31	0.01
139	0.31	0.01
140	0.31	0.01
141	0.21	0.17
142	0.21	0.17
143	0.21	0.17
144	0.21	0.17
145	0.21	0.17
146	0.25	0.05
147	0.25	0.05
148	0.25	0.05
149	0.25	0.05
150	0.25	0.05
151	0.25	0.09
152	0.21	0.09
153	0.21	0.09
154	0.21	0.09
155	0.21	0.09
156	0.21	0.05
157	0.25	0.05
158	0.25	0.05
159	0.25	0.05
160	0.25	0.05
161	0.25	0.05
162	0.21	0.13
163	0.21	0.13
164	0.21	0.13
165	0.21	0.13
166	0.21	0.13
167	0.13	0.17
168	0.13	0.17
169	0.13	0.17
170	0.13	0.17
171	0.13	0.17
172	0.13	-0.06
173	0.13	-0.06
174	0.13	-0.06
175	0.13	-0.06
176	0.13	-0.06
177	0.13	0.01
178	0.17	0.01
179	0.17	0.01
180	0.17	0.01
181	0.17	0.01
182	0.17	0.05
183	0.21	0.05
184	0.21	0.05
185	0.21	0.05
186	0.21	0.05
187	0.21	0.13
188	0.35	0.13
189	0.35	0.13
190	0.35	0.13
191	0.35	0.13
192	0.35	0.13
193	0.21	0.05
194	0.21	0.05
195	0.21	0.05
196	0.21	0.05
197	0.21	0.05
198	0.25	-0.02
199	0.25	-0.02
200	0.25	-0.02
201	0.25	-0.02
202	0.25	-0.02
203	0.25	0.17
204	0.28	0.17
205	0.28	0.17
206	0.28	0.17
207	0.28	0.17
208	0.28	-0.06
209	0.25	-0.06
210	0.25	-0.06
211	0.25	-0.06
212	0.25	-0.06
213	0.25	0.05
214	0.17	0.05
215	0.17	0.05
216	0.17	0.05
217	0.17	0.05
218	0.17	0.05
219	0.25	0.21
220	0.25	0.21
