26.639	0.02	-0.13	0.00	0.00	0.00	-0.00	0.00	
26.641	0.02	-0.13	0.00	-0.00	0.00	-0.00	0.00	
26.643	0.13	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.645	0.13	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.648	0.13	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.650	0.13	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.652	0.13	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.654	0.06	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.656	0.06	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.658	0.06	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.661	0.06	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.663	0.06	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.665	-0.06	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.667	-0.06	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.669	-0.06	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.671	-0.06	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.674	-0.06	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.676	-0.06	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.678	-0.06	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.680	-0.06	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.682	-0.06	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.684	-0.06	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.687	0.13	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.689	0.13	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.691	0.13	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.693	0.13	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.695	0.06	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.697	0.06	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.700	0.06	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.702	0.06	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.704	0.06	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.706	-0.10	-0.13	0.00	-0.00	0.00	-0.00	0.00	
26.708	-0.10	-0.13	0.00	-0.00	0.00	-0.00	0.00	
26.710	-0.10	-0.13	0.00	-0.00	0.00	-0.00	0.00	
26.713	-0.10	-0.13	0.00	-0.00	0.00	-0.00	0.00	
26.715	-0.10	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.717	0.02	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.719	0.02	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.721	0.02	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.723	0.02	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.726	0.02	0.03	0.00	-0.00	0.00	-0.00	0.00	
26.728	-0.06	0.03	0.00	-0.00	0.00	-0.00	0.00	
26.730	-0.06	0.03	0.00	-0.00	0.00	-0.00	0.00	
26.732	-0.06	0.03	0.00	-0.00	0.00	-0.00	0.00	
26.734	-0.06	0.03	0.00	-0.00	0.00	-0.00	0.00	
26.736	-0.02	0.14	0.00	-0.00	0.00	-0.00	0.00	
26.738	-0.02	0.14	0.00	-0.00	0.00	-0.00	0.00	
26.741	-0.02	0.14	0.00	-0.00	0.00	-0.00	0.00	
26.743	-0.02	0.14	0.00	-0.00	0.00	-0.00	0.00	
26.745	-0.02	0.14	0.00	-0.00	0.00	-0.00	0.00	
26.747	0.06	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.749	0.06	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.751	0.06	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.754	0.06	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.756	0.06	-0.09	0.00	-0.00	0.00	-0.00	0.00	
26.758	-0.02	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.760	-0.02	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.762	-0.02	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.764	-0.02	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.767	-0.02	0.10	0.00	-0.00	0.00	-0.00	0.00	
26.769	0.02	0.10	0.00	-0.00	0.00	-0.00	0.00	
26.771	0.02	0.10	0.00	-0.00	0.00	-0.00	0.00	
26.773	0.02	0.10	0.00	-0.00	0.00	-0.00	0.00	
26.775	0.02	0.10	0.00	-0.00	0.00	-0.00	0.00	
26.777	0.02	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.780	0.09	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.782	0.09	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.784	0.09	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.786	0.09	-0.05	0.00	-0.00	0.00	-0.00	0.00	
26.788	-0.10	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.790	-0.10	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.793	-0.10	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.795	-0.10	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.797	-0.10	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.799	-0.10	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.801	-0.10	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.803	-0.10	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.806	-0.10	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.808	-0.10	-0.01	0.00	-0.00	0.00	-0.00	0.00	
26.810	-0.02	0.03	0.00	-0.00	0.00	-0.00	0.00	
26.812	-0.02	0.03	0.00	-0.00	0.00	-0.00	0.00	
26.814	-0.02	0.03	0.00	-0.00	-0.00	-0.00	0.00	
26.816	-0.02	0.03	0.00	-0.00	-0.00	-0.00	0.00	
26.819	-0.02	0.07	0.00	-0.00	-0.00	-0.00	0.00	
26.821	-0.06	0.07	0.00	-0.00	-0.00	-0.00	0.00	
26.823	-0.06	0.07	0.00	-0.00	-0.00	-0.00	0.00	
26.825	-0.06	0.07	0.00	-0.00	-0.00	-0.00	0.00	
26.827	-0.06	0.07	0.00	-0.00	-0.00	-0.00	0.00	
26.829	-0.06	-0.13	0.00	-0.00	-0.00	-0.00	0.00	
26.832	0.06	-0.13	0.00	-0.00	-0.00	-0.00	0.00	
